DOI,year,donor,donor_smiles,donor_coreferents,fullerene_acceptor,acceptor,acceptor_smiles,acceptor_coreferents,power conversion efficiency,open circuit voltage,short circuit current,fill factor,property_metadata
10.1039/c5ta00936g,2015.12054794521,"benzo[1,2-b:4,5-b']difuran",,[],0,"thieno[3,4-b]thiophene",,[],"=""5.23 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 83, ""entity_end"": 85, ""property_value_start"": 87, ""property_value_end"": 88, ""property_numeric_value"": 5.23, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c5ta01224d,2015.19452054794,PTB7,[*]c5cc4c(OCC(CC)CCCC)c3sc(c1sc([*])c2c(F)c(C(=O)OCC(CC)CCCC)sc12)cc3c(OCC(CC)CCCC)c4s5,['PTB7'],1,PC_{71}BM,,['PC_{71}BM'],"=""10 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 1, ""entity_end"": 3, ""property_value_start"": 12, ""property_value_end"": 13, ""property_numeric_value"": 10.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c5ta02589c,2015.35890410959,PBDTTT-C-T,CCCCC(CC)Cc7ccc(c5c3cc(c1sc([*])c2cc(C(=O)C(CC)CCCC)sc12)sc3c(c4ccc(CC(CC)CCCC)s4)c6cc([*])sc56)s7,['PBDTTT-C-T'],0,PnTP; PDI,,[],"=""0.76-3.61 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiencies"", ""entity_start"": 140, ""entity_end"": 142, ""property_value_start"": 144, ""property_value_end"": 147, ""property_numeric_value"": 2.185, ""property_unit"": ""%"", ""property_value_descriptor"": ""-""}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {""entity_name"": ""HOMO"", ""entity_start"": 102, ""entity_end"": 102, ""property_value_start"": 104, ""property_value_end"": 107, ""property_numeric_value"": -5.675000000000001, ""property_unit"": ""eV"", ""property_value_descriptor"": ""to""}, ""lowest unoccupied molecular orbital"": {""entity_name"": ""LUMO"", ""entity_start"": 110, ""entity_end"": 110, ""property_value_start"": 112, ""property_value_end"": 115, ""property_numeric_value"": -3.7800000000000002, ""property_unit"": ""eV"", ""property_value_descriptor"": ""to""}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c5ta01004g,2015.36164383562,EDPP,,['EDPP'],1,PC_{71}BM,,['PC_{71}BM'],"=""1.98 %""","=""0.88 V""",,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 218, ""entity_end"": 220, ""property_value_start"": 222, ""property_value_end"": 223, ""property_numeric_value"": 1.98, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""open-circuit voltage"", ""entity_start"": 199, ""entity_end"": 202, ""property_value_start"": 204, ""property_value_end"": 205, ""property_numeric_value"": 0.88, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c5ta01523e,2015.38630136986,DTS,,[],1,PC_{71}BM,,['PC_{71}BM'],"=""5.26 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 123, ""entity_end"": 125, ""property_value_start"": 128, ""property_value_end"": 129, ""property_numeric_value"": 5.26, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {""entity_name"": ""LUMO energy levels"", ""entity_start"": 84, ""entity_end"": 86, ""property_value_start"": 91, ""property_value_end"": 94, ""property_numeric_value"": -4.470000000000001, ""property_unit"": ""eV"", ""property_value_descriptor"": ""and""}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c5ta03801d,2015.51506849315,P3HT,[*]C1C=C(CCCCCC)C([*])S1,"['poly(3-hexylthiophene)', 'P3HT']",1,PCBM,,['PCBM'],"=""4.20 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 213, ""entity_end"": 215, ""property_value_start"": 217, ""property_value_end"": 218, ""property_numeric_value"": 4.2, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c5ta05014f,2015.57808219178,PTB7-Th,[*]c7cc6c(c1ccc(CC(CC)CCCC)s1)c4sc(c2sc([*])c3sc(C(=O)OCC(CC)CCCC)c(F)c23)cc4c(c5ccc(CC(CC)CCCC)s5)c6s7,['PTB7-Th'],1,PCBM,,['PCBM'],"=""2.75 %""","=""0.80 V""","=""11.51 mA cm^{-2}""","=""51.1 %""","{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 169, ""entity_end"": 169, ""property_value_start"": 201, ""property_value_end"": 202, ""property_numeric_value"": 2.75, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""V_{oc}"", ""entity_start"": 154, ""entity_end"": 155, ""property_value_start"": 157, ""property_value_end"": 158, ""property_numeric_value"": 0.8, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {""entity_name"": ""J_{sc}"", ""entity_start"": 146, ""entity_end"": 147, ""property_value_start"": 149, ""property_value_end"": 152, ""property_numeric_value"": 11.51, ""property_unit"": ""mA cm^{-2}"", ""property_value_descriptor"": """"}, ""fill factor"": {""entity_name"": ""FF"", ""entity_start"": 161, ""entity_end"": 161, ""property_value_start"": 163, ""property_value_end"": 164, ""property_numeric_value"": 51.1, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {""entity_name"": ""LUMO level"", ""entity_start"": 85, ""entity_end"": 86, ""property_value_start"": 88, ""property_value_end"": 89, ""property_numeric_value"": -3.89, ""property_unit"": ""eV"", ""property_value_descriptor"": """"}, ""bandgap"": {""entity_name"": ""E_{g}"", ""entity_start"": 76, ""entity_end"": 78, ""property_value_start"": 80, ""property_value_end"": 81, ""property_numeric_value"": 1.64, ""property_unit"": ""eV"", ""property_value_descriptor"": """"}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c5ta05352h,2015.63835616438,"poly[2,2'-bithiophene-alt-7-fluoro-N,N'-bis(2-octyldodecyl)isoindigo]",,"[""poly[2,2'-bithiophene-alt-7-fluoro-N,N'-bis(2-octyldodecyl)isoindigo]"", 'P(1FIID-BT)']",1,PC_{61}BM,,['PC_{61}BM'],"=""7.46 %""","=""0.89 V""","=""14.50 mA cm^{-2}""","=""0.58""","{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 222, ""entity_end"": 222, ""property_value_start"": 224, ""property_value_end"": 225, ""property_numeric_value"": 7.46, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""V_{OC}"", ""entity_start"": 199, ""entity_end"": 200, ""property_value_start"": 202, ""property_value_end"": 203, ""property_numeric_value"": 0.89, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {""entity_name"": ""J_{SC}"", ""entity_start"": 206, ""entity_end"": 207, ""property_value_start"": 209, ""property_value_end"": 212, ""property_numeric_value"": 14.5, ""property_unit"": ""mA cm^{-2}"", ""property_value_descriptor"": """"}, ""fill factor"": {""entity_name"": ""FF"", ""entity_start"": 215, ""entity_end"": 215, ""property_value_start"": 217, ""property_value_end"": 217, ""property_numeric_value"": 57.99999999999999, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {""entity_name"": ""optical bandgap"", ""entity_start"": 47, ""entity_end"": 48, ""property_value_start"": 50, ""property_value_end"": 51, ""property_numeric_value"": 1.61, ""property_unit"": ""eV"", ""property_value_descriptor"": """"}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c5ta05885f,2015.66575342466,BTIDG,,[],1,PC_{71}BM,,['PC_{71}BM'],,,,,"{""power conversion efficiency"": {}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {""entity_name"": ""highest occupied molecular orbital"", ""entity_start"": 114, ""entity_end"": 117, ""property_value_start"": 119, ""property_value_end"": 122, ""property_numeric_value"": -5.425, ""property_unit"": ""eV"", ""property_value_descriptor"": ""to""}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {""entity_name"": ""optical band gaps"", ""entity_start"": 103, ""entity_end"": 105, ""property_value_start"": 107, ""property_value_end"": 110, ""property_numeric_value"": 1.4649999999999999, ""property_unit"": ""eV"", ""property_value_descriptor"": ""-""}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c5ta06612c,2015.73424657534,p-DTS(FBTTh_{2})_{2},,['p-DTS(FBTTh_{2})_{2}'],0,PSe-PDI,,['PSe-PDI'],"=""3.01 %""","=""0.68 V""","=""7.59 mA cm^{-2}""","=""0.58""","{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 150, ""entity_end"": 150, ""property_value_start"": 155, ""property_value_end"": 156, ""property_numeric_value"": 3.01, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""V_{OC}"", ""entity_start"": 159, ""entity_end"": 160, ""property_value_start"": 162, ""property_value_end"": 163, ""property_numeric_value"": 0.68, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {""entity_name"": ""J_{SC}"", ""entity_start"": 165, ""entity_end"": 166, ""property_value_start"": 168, ""property_value_end"": 171, ""property_numeric_value"": 7.59, ""property_unit"": ""mA cm^{-2}"", ""property_value_descriptor"": """"}, ""fill factor"": {""entity_name"": ""FF"", ""entity_start"": 174, ""entity_end"": 174, ""property_value_start"": 176, ""property_value_end"": 176, ""property_numeric_value"": 57.99999999999999, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c5ta07432k,2015.78630136986,DTffBT,,"['DTffBT', 'PTOBDTDTffBT', 'PBDTDTffBT']",1,PC_{71}BM,,['PC_{71}BM'],"=""7.68 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 372, ""entity_end"": 374, ""property_value_start"": 376, ""property_value_end"": 377, ""property_numeric_value"": 7.68, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {""entity_name"": ""bandgap"", ""entity_start"": 195, ""entity_end"": 195, ""property_value_start"": 197, ""property_value_end"": 198, ""property_numeric_value"": 1.71, ""property_unit"": ""eV"", ""property_value_descriptor"": """"}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c5ta07432k,2015.78630136986,,,[],1,PC_{71}BM,,['PC_{71}BM'],"=""6.6 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 255, ""entity_end"": 257, ""property_value_start"": 259, ""property_value_end"": 260, ""property_numeric_value"": 6.6, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c5ta08932h,2016.02191780822,p-DTS(FBTTh_{2})_{2},,['p-DTS(FBTTh_{2})_{2}'],1,PC_{71}BM,,['PC_{71}BM'],"=""2.1 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 255, ""entity_end"": 255, ""property_value_start"": 257, ""property_value_end"": 258, ""property_numeric_value"": 2.1, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c8ta05207g,2018.50684931507,PBT-SF,,['PBT-SF'],0,PBT-F,CCCCCCCCOc8c(OCCCCCCCC)c(c6ccc(c5cc4c(c1cc(F)c(CC(CC)CCCC)s1)c2sc([*])cc2c(c3cc(F)c(CC(CC)CCCC)s3)c4s5)s6)c7nsnc7c8c9ccc([*])s9,['PBT-F'],"=""7.76 %""",,"=""17.48 mA cm^{-2}""",,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 184, ""entity_end"": 184, ""property_value_start"": 186, ""property_value_end"": 187, ""property_numeric_value"": 7.76, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {""entity_name"": ""J_{sc}"", ""entity_start"": 200, ""entity_end"": 201, ""property_value_start"": 203, ""property_value_end"": 205, ""property_numeric_value"": 17.48, ""property_unit"": ""mA cm^{-2}"", ""property_value_descriptor"": """"}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c9ta06476a,2019.57534246575,PBT1-C,[*]c%10ccc(c8sc(c6ccc(c5cc4c(c1ccc(CC(CCCC)CCCCCC)cc1)c2sc([*])cc2c(c3ccc(CC(CCCC)CCCCCC)cc3)c4s5)s6)c9c(=O)c7c(CC(CC)CCCC)sc(CC(CC)CCCC)c7c(=O)c89)s%10,['PBT1-C'],0,TTPT-T-2F,,"['TTPT-T-2F', 'T-TPT-T-2F']","=""10.71 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 184, ""entity_end"": 184, ""property_value_start"": 186, ""property_value_end"": 187, ""property_numeric_value"": 10.71, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c8ta11322j,2019.02191780822,poly(3-hexyl-thiophene),[*]C1C=C(CCCCCC)C([*])S1,"['poly(3-hexyl-thiophene)', 'P3HT']",1,PC_{71}BM,,[],"=""15 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiencies"", ""entity_start"": 14, ""entity_end"": 16, ""property_value_start"": 18, ""property_value_end"": 19, ""property_numeric_value"": 15.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c6ta06258j,2016.67945205479,PTB7,[*]c5cc4c(OCC(CC)CCCC)c3sc(c1sc([*])c2c(F)c(C(=O)OCC(CC)CCCC)sc12)cc3c(OCC(CC)CCCC)c4s5,['PTB7'],1,PC_{71}BM,,['PC_{71}BM'],"=""9.7 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 288, ""entity_end"": 288, ""property_value_start"": 290, ""property_value_end"": 291, ""property_numeric_value"": 9.7, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c4ta02276a,2014.44657534247,PTB7,[*]c5cc4c(OCC(CC)CCCC)c3sc(c1sc([*])c2c(F)c(C(=O)OCC(CC)CCCC)sc12)cc3c(OCC(CC)CCCC)c4s5,['PTB7'],1,PCBM,,['PCBM'],"=""6.5 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 257, ""entity_end"": 257, ""property_value_start"": 259, ""property_value_end"": 260, ""property_numeric_value"": 6.5, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c4ta02276a,2014.44657534247,P3HT,[*]C1C=C(CCCCCC)C([*])S1,['P3HT'],1,PCBM,,['PCBM'],"=""6.7 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 273, ""entity_end"": 273, ""property_value_start"": 275, ""property_value_end"": 276, ""property_numeric_value"": 6.7, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c6ta01766e,2016.26575342466,PBDTT-INDI,[*]c%11ccc(C9=CC7C(=CC(c6ccc(c5cc4c(c1ccc(CC(CC)CCCC)s1)c2sc([*])cc2c(c3ccc(CC(CC)CCCC)s3)c4s5)s6)C8C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C78)c%10c9c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c%10=O)s%11,['PBDTT-INDI'],1,PC_{71}BM,,['PC_{71}BM'],"=""4.13 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCEs"", ""entity_start"": 156, ""entity_end"": 156, ""property_value_start"": 161, ""property_value_end"": 162, ""property_numeric_value"": 4.13, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {""entity_name"": ""band-gaps"", ""entity_start"": 49, ""entity_end"": 51, ""property_value_start"": 56, ""property_value_end"": 57, ""property_numeric_value"": 1.98, ""property_unit"": ""eV"", ""property_value_descriptor"": """"}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c6ta01766e,2016.26575342466,P3HT,[*]C1C=C(CCCCCC)C([*])S1,['P3HT'],1,PC_{71}BM,,['PC_{71}BM'],"=""5.01 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCEs"", ""entity_start"": 198, ""entity_end"": 198, ""property_value_start"": 203, ""property_value_end"": 204, ""property_numeric_value"": 5.01, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {""entity_name"": ""HOMO energy"", ""entity_start"": 77, ""entity_end"": 78, ""property_value_start"": 81, ""property_value_end"": 82, ""property_numeric_value"": -5.4, ""property_unit"": ""eV"", ""property_value_descriptor"": """"}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c6ta01766e,2016.26575342466,PBDTA-INDI,[*]c9ccc(C7=CC5C(=CC(c4ccc(c3cc2c(OCC(CC)CCCC)c1sc([*])cc1c(OCC(CC)CCCC)c2s3)s4)C6C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C56)c8c7c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c8=O)s9,['PBDTA-INDI'],1,PC_{71}BM,,['PC_{71}BM'],"=""6.35 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCEs"", ""entity_start"": 217, ""entity_end"": 217, ""property_value_start"": 234, ""property_value_end"": 235, ""property_numeric_value"": 6.35, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c2ta00474g,2012.79178082192,PBDTTDTBO,,['PBDTTDTBO'],1,PCBM,,['PCBM'],"=""5.9 %""","=""0.84 V""",,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 185, ""entity_end"": 187, ""property_value_start"": 189, ""property_value_end"": 190, ""property_numeric_value"": 5.9, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""V_{oc}"", ""entity_start"": 199, ""entity_end"": 200, ""property_value_start"": 203, ""property_value_end"": 204, ""property_numeric_value"": 0.84, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c4ta00013g,2014.07945205479,P3HT,[*]C1C=C(CCCCCC)C([*])S1,"['poly(3-hexylthiophene)', 'P3HT']",0,PhQEOCz-C_{61}BM,,"['PhQEOCz-C_{61}BM', ' PhQEOCz-C_{61}BM']","=""~0.1 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 209, ""entity_end"": 209, ""property_value_start"": 212, ""property_value_end"": 213, ""property_numeric_value"": 0.1, ""property_unit"": ""%"", ""property_value_descriptor"": ""~""}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c4ta00013g,2014.07945205479,P3HT,[*]C1C=C(CCCCCC)C([*])S1,"['poly(3-hexylthiophene)', 'P3HT']",0,PhQHCz-C_{61}BM,,"['PhQHCz-C_{61}BM', ' PhQHCz-C_{61}BM']","=""~2.2 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 228, ""entity_end"": 228, ""property_value_start"": 231, ""property_value_end"": 232, ""property_numeric_value"": 2.2, ""property_unit"": ""%"", ""property_value_descriptor"": ""~""}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c8ta09350d,2018.8301369863,PTN,,['PTN'],1,PC_{71}BM,,['PC_{71}BM'],"=""8.91 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 70, ""entity_end"": 70, ""property_value_start"": 87, ""property_value_end"": 88, ""property_numeric_value"": 8.91, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c8ta09350d,2018.8301369863,PTB7-Th,[*]c7cc6c(c1ccc(CC(CC)CCCC)s1)c4sc(c2sc([*])c3sc(C(=O)OCC(CC)CCCC)c(F)c23)cc4c(c5ccc(CC(CC)CCCC)s5)c6s7,['PTB7-Th'],1,PC_{71}BM,,['PC_{71}BM'],"=""76 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 174, ""entity_end"": 174, ""property_value_start"": 183, ""property_value_end"": 184, ""property_numeric_value"": 76.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c5ta00930h,2015.24931506849,PTB7-Th,[*]c7cc6c(c1ccc(CC(CC)CCCC)s1)c4sc(c2sc([*])c3sc(C(=O)OCC(CC)CCCC)c(F)c23)cc4c(c5ccc(CC(CC)CCCC)s5)c6s7,['PTB7-Th'],1,PC_{71}BM,,['PC_{71}BM'],"=""10.15 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 75, ""entity_end"": 75, ""property_value_start"": 78, ""property_value_end"": 79, ""property_numeric_value"": 10.15, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c6ta02016j,2016.30410958904,PTB7-Th,[*]c7cc6c(c1ccc(CC(CC)CCCC)s1)c4sc(c2sc([*])c3sc(C(=O)OCC(CC)CCCC)c(F)c23)cc4c(c5ccc(CC(CC)CCCC)s5)c6s7,['PTB7-Th'],1,PC_{71}BM,,"['PC_{71}BM', 'PC_{61}BM']","=""9.55 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 168, ""entity_end"": 168, ""property_value_start"": 170, ""property_value_end"": 171, ""property_numeric_value"": 9.55, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
